Model,Modality,Acceleration Rate,SSIM
AFT-Net (I),T2w on 1.5T,2x,0.9716608253544008
AFT-Net (I),T2w on 1.5T,2x,0.9707454671214996
AFT-Net (I),T2w on 1.5T,2x,0.9705072148926106
AFT-Net (I),T2w on 1.5T,2x,0.9526076145188036
AFT-Net (I),T2w on 1.5T,2x,0.9607931442666624
AFT-Net (I),T2w on 1.5T,2x,0.9660058225804607
AFT-Net (I),T2w on 1.5T,2x,0.9211628931488282
AFT-Net (I),T2w on 1.5T,2x,0.969494182860513
AFT-Net (I),T2w on 1.5T,2x,0.966592022053232
AFT-Net (I),T2w on 1.5T,2x,0.9676192768869116
AFT-Net (I),T2w on 1.5T,2x,0.967521057155492
AFT-Net (I),T2w on 1.5T,2x,0.9784425564196472
AFT-Net (I),T2w on 1.5T,2x,0.9667656026941076
AFT-Net (I),T2w on 1.5T,2x,0.9678046783455152
AFT-Net (I),T2w on 1.5T,2x,0.9696687460019476
AFT-Net (I),T2w on 1.5T,2x,0.9709344826955476
AFT-Net (I),T2w on 1.5T,2x,0.9685470508809236
AFT-Net (I),T2w on 1.5T,2x,0.9758817969113416
AFT-Net (I),T2w on 1.5T,2x,0.9665484870764276
AFT-Net (I),T2w on 1.5T,2x,0.9750270698482068
AFT-Net (I),T2w on 1.5T,2x,0.9765789233878284
AFT-Net (I),T2w on 1.5T,2x,0.9728138349683798
AFT-Net (I),T2w on 1.5T,2x,0.9723978830455476
AFT-Net (I),T2w on 1.5T,2x,0.9742272605337636
AFT-Net (I),T2w on 1.5T,2x,0.9715742240486384
AFT-Net (I),T2w on 1.5T,2x,0.9631249269216132
AFT-Net (I),T2w on 1.5T,2x,0.9720854646493768
AFT-Net (I),T2w on 1.5T,2x,0.9404466259512864
AFT-Net (I),T2w on 1.5T,2x,0.9737568764664551
AFT-Net (I),T2w on 1.5T,2x,0.970430149488478
AFT-Net (I),T2w on 1.5T,2x,0.9593630497606648
AFT-Net (I),T2w on 1.5T,2x,0.942297527481222
AFT-Net (I),T2w on 1.5T,2x,0.9539454599976092
AFT-Net (I),T2w on 1.5T,2x,0.9606278988146192
AFT-Net (I),T2w on 1.5T,2x,0.9623852523292454
AFT-Net (I),T2w on 1.5T,2x,0.936109238571698
AFT-Net (I),T2w on 1.5T,2x,0.954592606571766
AFT-Net (I),T2w on 1.5T,2x,0.9423433134461204
AFT-Net (I),T2w on 1.5T,2x,0.955136123495145
AFT-Net (I),T2w on 1.5T,2x,0.956135908735039
AFT-Net (I),T2w on 1.5T,2x,0.9646378358171136
AFT-Net (I),T2w on 1.5T,2x,0.9509111760426748
AFT-Net (I),T2w on 1.5T,2x,0.9607050211655432
AFT-Net (I),T2w on 1.5T,2x,0.9455954639490244
AFT-Net (I),T2w on 1.5T,2x,0.967903458812987
AFT-Net (I),T2w on 1.5T,2x,0.9720094668701388
AFT-Net (I),T2w on 1.5T,2x,0.9435635579612832
AFT-Net (I),T2w on 1.5T,2x,0.948917300570065
AFT-Net (I),T2w on 1.5T,2x,0.9557742969282084
AFT-Net (I),T2w on 1.5T,2x,0.9308846767061012
AFT-Net (I),T2w on 1.5T,2x,0.9658635367600176
AFT-Net (I),T2w on 1.5T,2x,0.9671607159181148
AFT-Net (I),T2w on 1.5T,2x,0.9647349533535612
AFT-Net (I),T2w on 1.5T,2x,0.9730118368188476
AFT-Net (I),T2w on 1.5T,2x,0.966237245519524
AFT-Net (I),T2w on 1.5T,2x,0.964556169030609
AFT-Net (I),T2w on 1.5T,2x,0.9539233164373632
AFT-Net (I),T2w on 1.5T,2x,0.9727087850282016
AFT-Net (I),T2w on 1.5T,2x,0.9701756155935184
AFT-Net (I),T2w on 1.5T,2x,0.9697072623720124
AFT-Net (I),T2w on 1.5T,2x,0.9559396393421352
AFT-Net (I),T2w on 1.5T,2x,0.9659978283464132
AFT-Net (I),T2w on 1.5T,2x,0.923221719623839
AFT-Net (I),T2w on 1.5T,2x,0.9544794956198144
AFT-Net (I),T2w on 1.5T,2x,0.9655541214649548
AFT-Net (I),T2w on 1.5T,2x,0.9600421358975876
AFT-Net (I),T2w on 1.5T,2x,0.9616480602010652
AFT-Net (I),T2w on 1.5T,2x,0.9730124724250598
AFT-Net (I),T2w on 1.5T,4x,0.9371285837966188
AFT-Net (I),T2w on 1.5T,4x,0.93625565738591
AFT-Net (I),T2w on 1.5T,4x,0.9410762622455532
AFT-Net (I),T2w on 1.5T,4x,0.9382482201739196
AFT-Net (I),T2w on 1.5T,4x,0.9238284412157984
AFT-Net (I),T2w on 1.5T,4x,0.9550670823353332
AFT-Net (I),T2w on 1.5T,4x,0.905041182509613
AFT-Net (I),T2w on 1.5T,4x,0.9251635624989236
AFT-Net (I),T2w on 1.5T,4x,0.9565846461325744
AFT-Net (I),T2w on 1.5T,4x,0.9364668232775152
AFT-Net (I),T2w on 1.5T,4x,0.9450369777659796
AFT-Net (I),T2w on 1.5T,4x,0.9598940933672894
AFT-Net (I),T2w on 1.5T,4x,0.9565181572998483
AFT-Net (I),T2w on 1.5T,4x,0.9597848857858718
AFT-Net (I),T2w on 1.5T,4x,0.960341989788876
AFT-Net (I),T2w on 1.5T,4x,0.9527634314171776
AFT-Net (I),T2w on 1.5T,4x,0.9538529606725652
AFT-Net (I),T2w on 1.5T,4x,0.9539953067611964
AFT-Net (I),T2w on 1.5T,4x,0.9589253954421356
AFT-Net (I),T2w on 1.5T,4x,0.9569709035023408
AFT-Net (I),T2w on 1.5T,4x,0.9567936214070452
AFT-Net (I),T2w on 1.5T,4x,0.9526567947762538
AFT-Net (I),T2w on 1.5T,4x,0.963828653540048
AFT-Net (I),T2w on 1.5T,4x,0.9551383644349865
AFT-Net (I),T2w on 1.5T,4x,0.9523645740500244
AFT-Net (I),T2w on 1.5T,4x,0.9578264609116512
AFT-Net (I),T2w on 1.5T,4x,0.9519210141425608
AFT-Net (I),T2w on 1.5T,4x,0.9273246018620064
AFT-Net (I),T2w on 1.5T,4x,0.9465225815663524
AFT-Net (I),T2w on 1.5T,4x,0.944850032006518
AFT-Net (I),T2w on 1.5T,4x,0.9538753398466272
AFT-Net (I),T2w on 1.5T,4x,0.9289233665446062
AFT-Net (I),T2w on 1.5T,4x,0.9460619979048052
AFT-Net (I),T2w on 1.5T,4x,0.951101171141004
AFT-Net (I),T2w on 1.5T,4x,0.955979796260517
AFT-Net (I),T2w on 1.5T,4x,0.9195888160536648
AFT-Net (I),T2w on 1.5T,4x,0.9473633882518624
AFT-Net (I),T2w on 1.5T,4x,0.9337851728349708
AFT-Net (I),T2w on 1.5T,4x,0.9447126161114248
AFT-Net (I),T2w on 1.5T,4x,0.9436039276634112
AFT-Net (I),T2w on 1.5T,4x,0.9555591804698004
AFT-Net (I),T2w on 1.5T,4x,0.9435734114823112
AFT-Net (I),T2w on 1.5T,4x,0.9537282498896535
AFT-Net (I),T2w on 1.5T,4x,0.9366762981887125
AFT-Net (I),T2w on 1.5T,4x,0.9424175993266752
AFT-Net (I),T2w on 1.5T,4x,0.9482555031229472
AFT-Net (I),T2w on 1.5T,4x,0.9339310277513956
AFT-Net (I),T2w on 1.5T,4x,0.9410799795754043
AFT-Net (I),T2w on 1.5T,4x,0.9463375850619512
AFT-Net (I),T2w on 1.5T,4x,0.9234827997381588
AFT-Net (I),T2w on 1.5T,4x,0.9592112674270348
AFT-Net (I),T2w on 1.5T,4x,0.9386727248305164
AFT-Net (I),T2w on 1.5T,4x,0.956044796646098
AFT-Net (I),T2w on 1.5T,4x,0.949553961118492
AFT-Net (I),T2w on 1.5T,4x,0.9456648610983274
AFT-Net (I),T2w on 1.5T,4x,0.9600307487636972
AFT-Net (I),T2w on 1.5T,4x,0.9470089082061964
AFT-Net (I),T2w on 1.5T,4x,0.9444953408218132
AFT-Net (I),T2w on 1.5T,4x,0.9440130805970568
AFT-Net (I),T2w on 1.5T,4x,0.9553042830103512
AFT-Net (I),T2w on 1.5T,4x,0.9449197584955444
AFT-Net (I),T2w on 1.5T,4x,0.9463632403586332
AFT-Net (I),T2w on 1.5T,4x,0.9002188462091896
AFT-Net (I),T2w on 1.5T,4x,0.9486297749461116
AFT-Net (I),T2w on 1.5T,4x,0.9614997419718092
AFT-Net (I),T2w on 1.5T,4x,0.9458014609129703
AFT-Net (I),T2w on 1.5T,4x,0.9250229128175836
AFT-Net (I),T2w on 1.5T,4x,0.9467805966966892
AFT-Net (I),T2w on 1.5T,8x,0.8903609131950909
AFT-Net (I),T2w on 1.5T,8x,0.8947528929767722
AFT-Net (I),T2w on 1.5T,8x,0.9070780939228112
AFT-Net (I),T2w on 1.5T,8x,0.9227471609389044
AFT-Net (I),T2w on 1.5T,8x,0.876305199867107
AFT-Net (I),T2w on 1.5T,8x,0.9397633735442104
AFT-Net (I),T2w on 1.5T,8x,0.8898128750779569
AFT-Net (I),T2w on 1.5T,8x,0.8573245411115055
AFT-Net (I),T2w on 1.5T,8x,0.9430308912807118
AFT-Net (I),T2w on 1.5T,8x,0.8943228293870262
AFT-Net (I),T2w on 1.5T,8x,0.8956205334181265
AFT-Net (I),T2w on 1.5T,8x,0.9184331496184316
AFT-Net (I),T2w on 1.5T,8x,0.9332763632841016
AFT-Net (I),T2w on 1.5T,8x,0.9415173524460188
AFT-Net (I),T2w on 1.5T,8x,0.938814917288124
AFT-Net (I),T2w on 1.5T,8x,0.9167420229462704
AFT-Net (I),T2w on 1.5T,8x,0.9226873244519054
AFT-Net (I),T2w on 1.5T,8x,0.910440910907029
AFT-Net (I),T2w on 1.5T,8x,0.9400476903989936
AFT-Net (I),T2w on 1.5T,8x,0.9122041201681028
AFT-Net (I),T2w on 1.5T,8x,0.912490775371198
AFT-Net (I),T2w on 1.5T,8x,0.9110046909088771
AFT-Net (I),T2w on 1.5T,8x,0.940524279137613
AFT-Net (I),T2w on 1.5T,8x,0.9122540627545508
AFT-Net (I),T2w on 1.5T,8x,0.9089293310757396
AFT-Net (I),T2w on 1.5T,8x,0.943717987385568
AFT-Net (I),T2w on 1.5T,8x,0.9106008348048856
AFT-Net (I),T2w on 1.5T,8x,0.9046570167271694
AFT-Net (I),T2w on 1.5T,8x,0.8951772384338847
AFT-Net (I),T2w on 1.5T,8x,0.8966919257548659
AFT-Net (I),T2w on 1.5T,8x,0.9420735692070986
AFT-Net (I),T2w on 1.5T,8x,0.8994131464384593
AFT-Net (I),T2w on 1.5T,8x,0.9290478684168156
AFT-Net (I),T2w on 1.5T,8x,0.9283037252340074
AFT-Net (I),T2w on 1.5T,8x,0.9423006048200604
AFT-Net (I),T2w on 1.5T,8x,0.8840576225932625
AFT-Net (I),T2w on 1.5T,8x,0.9297461093130102
AFT-Net (I),T2w on 1.5T,8x,0.9158434944926958
AFT-Net (I),T2w on 1.5T,8x,0.9218726672544388
AFT-Net (I),T2w on 1.5T,8x,0.9218973307959308
AFT-Net (I),T2w on 1.5T,8x,0.9380133955338538
AFT-Net (I),T2w on 1.5T,8x,0.9282816189812512
AFT-Net (I),T2w on 1.5T,8x,0.939343146205722
AFT-Net (I),T2w on 1.5T,8x,0.9227419915035688
AFT-Net (I),T2w on 1.5T,8x,0.8922772719812916
AFT-Net (I),T2w on 1.5T,8x,0.8937880818594663
AFT-Net (I),T2w on 1.5T,8x,0.916541472928488
AFT-Net (I),T2w on 1.5T,8x,0.9252369364455112
AFT-Net (I),T2w on 1.5T,8x,0.926333051363872
AFT-Net (I),T2w on 1.5T,8x,0.910345194289692
AFT-Net (I),T2w on 1.5T,8x,0.945025033392256
AFT-Net (I),T2w on 1.5T,8x,0.8855160148500942
AFT-Net (I),T2w on 1.5T,8x,0.9366755856815158
AFT-Net (I),T2w on 1.5T,8x,0.9028658870468806
AFT-Net (I),T2w on 1.5T,8x,0.9027097173197008
AFT-Net (I),T2w on 1.5T,8x,0.947939632144089
AFT-Net (I),T2w on 1.5T,8x,0.9333443300466524
AFT-Net (I),T2w on 1.5T,8x,0.8942033953940844
AFT-Net (I),T2w on 1.5T,8x,0.8852057817156411
AFT-Net (I),T2w on 1.5T,8x,0.9167903931347632
AFT-Net (I),T2w on 1.5T,8x,0.9253421418072592
AFT-Net (I),T2w on 1.5T,8x,0.9077588371469888
AFT-Net (I),T2w on 1.5T,8x,0.8510350971474229
AFT-Net (I),T2w on 1.5T,8x,0.9359115503843728
AFT-Net (I),T2w on 1.5T,8x,0.9497447107690816
AFT-Net (I),T2w on 1.5T,8x,0.92208010762121
AFT-Net (I),T2w on 1.5T,8x,0.858540741487885
AFT-Net (I),T2w on 1.5T,8x,0.8993004128597145
AFT-Net (I),T2w on 1.5T,16x,0.8242963974246501
AFT-Net (I),T2w on 1.5T,16x,0.836091642319703
AFT-Net (I),T2w on 1.5T,16x,0.8582128111989877
AFT-Net (I),T2w on 1.5T,16x,0.8992077115183733
AFT-Net (I),T2w on 1.5T,16x,0.8142380975226052
AFT-Net (I),T2w on 1.5T,16x,0.9236970079380584
AFT-Net (I),T2w on 1.5T,16x,0.8522569320768474
AFT-Net (I),T2w on 1.5T,16x,0.7629920648101015
AFT-Net (I),T2w on 1.5T,16x,0.9286800467556768
AFT-Net (I),T2w on 1.5T,16x,0.8408586492912512
AFT-Net (I),T2w on 1.5T,16x,0.8149864339413848
AFT-Net (I),T2w on 1.5T,16x,0.8494585334624057
AFT-Net (I),T2w on 1.5T,16x,0.8915929419682017
AFT-Net (I),T2w on 1.5T,16x,0.9157551394601946
AFT-Net (I),T2w on 1.5T,16x,0.8967914734955507
AFT-Net (I),T2w on 1.5T,16x,0.8539401350717617
AFT-Net (I),T2w on 1.5T,16x,0.8741648036109827
AFT-Net (I),T2w on 1.5T,16x,0.8353239956634211
AFT-Net (I),T2w on 1.5T,16x,0.9088840580799192
AFT-Net (I),T2w on 1.5T,16x,0.8418716089371414
AFT-Net (I),T2w on 1.5T,16x,0.8314759217178356
AFT-Net (I),T2w on 1.5T,16x,0.8465776594061586
AFT-Net (I),T2w on 1.5T,16x,0.8994136791854029
AFT-Net (I),T2w on 1.5T,16x,0.8458123413381956
AFT-Net (I),T2w on 1.5T,16x,0.8289278748207419
AFT-Net (I),T2w on 1.5T,16x,0.924883835197446
AFT-Net (I),T2w on 1.5T,16x,0.8536132501390917
AFT-Net (I),T2w on 1.5T,16x,0.8703388647082918
AFT-Net (I),T2w on 1.5T,16x,0.8004787371895841
AFT-Net (I),T2w on 1.5T,16x,0.8232492881876
AFT-Net (I),T2w on 1.5T,16x,0.9238124509604888
AFT-Net (I),T2w on 1.5T,16x,0.8638951693638881
AFT-Net (I),T2w on 1.5T,16x,0.9014892169897109
AFT-Net (I),T2w on 1.5T,16x,0.8938323097455473
AFT-Net (I),T2w on 1.5T,16x,0.9224876065129644
AFT-Net (I),T2w on 1.5T,16x,0.8231946595986795
AFT-Net (I),T2w on 1.5T,16x,0.90586772114783
AFT-Net (I),T2w on 1.5T,16x,0.8922691504640043
AFT-Net (I),T2w on 1.5T,16x,0.8922251200821096
AFT-Net (I),T2w on 1.5T,16x,0.898166309571845
AFT-Net (I),T2w on 1.5T,16x,0.9120789675078056
AFT-Net (I),T2w on 1.5T,16x,0.9066182633491848
AFT-Net (I),T2w on 1.5T,16x,0.920325049878682
AFT-Net (I),T2w on 1.5T,16x,0.9047349161457724
AFT-Net (I),T2w on 1.5T,16x,0.8233860966393666
AFT-Net (I),T2w on 1.5T,16x,0.8122831351654379
AFT-Net (I),T2w on 1.5T,16x,0.8947491975491694
AFT-Net (I),T2w on 1.5T,16x,0.9077702839519306
AFT-Net (I),T2w on 1.5T,16x,0.8995975544289074
AFT-Net (I),T2w on 1.5T,16x,0.8870350825842955
AFT-Net (I),T2w on 1.5T,16x,0.9269309586377248
AFT-Net (I),T2w on 1.5T,16x,0.8161431090289477
AFT-Net (I),T2w on 1.5T,16x,0.9101179389639036
AFT-Net (I),T2w on 1.5T,16x,0.8369124354427417
AFT-Net (I),T2w on 1.5T,16x,0.8451922040434743
AFT-Net (I),T2w on 1.5T,16x,0.9304116309731724
AFT-Net (I),T2w on 1.5T,16x,0.913681482357746
AFT-Net (I),T2w on 1.5T,16x,0.8258986882112928
AFT-Net (I),T2w on 1.5T,16x,0.794797569570221
AFT-Net (I),T2w on 1.5T,16x,0.8568538123052679
AFT-Net (I),T2w on 1.5T,16x,0.9053513201573627
AFT-Net (I),T2w on 1.5T,16x,0.8335061700012988
AFT-Net (I),T2w on 1.5T,16x,0.7907555934526004
AFT-Net (I),T2w on 1.5T,16x,0.914095450073748
AFT-Net (I),T2w on 1.5T,16x,0.9294849971495271
AFT-Net (I),T2w on 1.5T,16x,0.8951610645850339
AFT-Net (I),T2w on 1.5T,16x,0.7665048108078029
AFT-Net (I),T2w on 1.5T,16x,0.8400774246217863
AFT-Net (I),T2w on 3T,2x,0.9574269239208788
AFT-Net (I),T2w on 3T,2x,0.9530772913635304
AFT-Net (I),T2w on 3T,2x,0.9663925111016084
AFT-Net (I),T2w on 3T,2x,0.9723346688569235
AFT-Net (I),T2w on 3T,2x,0.9410665671632368
AFT-Net (I),T2w on 3T,2x,0.9609594544374916
AFT-Net (I),T2w on 3T,2x,0.9505739903681668
AFT-Net (I),T2w on 3T,2x,0.9491939756099704
AFT-Net (I),T2w on 3T,2x,0.9249979785095244
AFT-Net (I),T2w on 3T,2x,0.9589091257865744
AFT-Net (I),T2w on 3T,2x,0.9517873619755836
AFT-Net (I),T2w on 3T,2x,0.9642670105576542
AFT-Net (I),T2w on 3T,2x,0.9647593366223932
AFT-Net (I),T2w on 3T,2x,0.9676563742450514
AFT-Net (I),T2w on 3T,2x,0.9681755786348336
AFT-Net (I),T2w on 3T,2x,0.976906307778296
AFT-Net (I),T2w on 3T,2x,0.9632828772032256
AFT-Net (I),T2w on 3T,2x,0.9582275406416524
AFT-Net (I),T2w on 3T,4x,0.9219356322487696
AFT-Net (I),T2w on 3T,4x,0.9306168304302256
AFT-Net (I),T2w on 3T,4x,0.9350968391428282
AFT-Net (I),T2w on 3T,4x,0.947146603415324
AFT-Net (I),T2w on 3T,4x,0.9295912713872811
AFT-Net (I),T2w on 3T,4x,0.9491972366034228
AFT-Net (I),T2w on 3T,4x,0.941763285600628
AFT-Net (I),T2w on 3T,4x,0.9428915718838192
AFT-Net (I),T2w on 3T,4x,0.9118078234543256
AFT-Net (I),T2w on 3T,4x,0.9495393354871776
AFT-Net (I),T2w on 3T,4x,0.9441534809985016
AFT-Net (I),T2w on 3T,4x,0.9562875737507396
AFT-Net (I),T2w on 3T,4x,0.9406221082079927
AFT-Net (I),T2w on 3T,4x,0.9640677510877024
AFT-Net (I),T2w on 3T,4x,0.9436521666908546
AFT-Net (I),T2w on 3T,4x,0.955790668022534
AFT-Net (I),T2w on 3T,4x,0.9573734933134316
AFT-Net (I),T2w on 3T,4x,0.9488580105662396
AFT-Net (I),T2w on 3T,8x,0.8648892789299893
AFT-Net (I),T2w on 3T,8x,0.8982050453859343
AFT-Net (I),T2w on 3T,8x,0.884618733155922
AFT-Net (I),T2w on 3T,8x,0.9085386783811298
AFT-Net (I),T2w on 3T,8x,0.9091121084347232
AFT-Net (I),T2w on 3T,8x,0.9280745521616734
AFT-Net (I),T2w on 3T,8x,0.9248112771637482
AFT-Net (I),T2w on 3T,8x,0.9282390330640437
AFT-Net (I),T2w on 3T,8x,0.8922757640034193
AFT-Net (I),T2w on 3T,8x,0.9298577426589464
AFT-Net (I),T2w on 3T,8x,0.928278073265852
AFT-Net (I),T2w on 3T,8x,0.935672896957415
AFT-Net (I),T2w on 3T,8x,0.889795142548106
AFT-Net (I),T2w on 3T,8x,0.9530258692274552
AFT-Net (I),T2w on 3T,8x,0.8926624926637026
AFT-Net (I),T2w on 3T,8x,0.9057864346128068
AFT-Net (I),T2w on 3T,8x,0.941611421708776
AFT-Net (I),T2w on 3T,8x,0.9309765210334002
AFT-Net (I),T2w on 3T,16x,0.7947621421055447
AFT-Net (I),T2w on 3T,16x,0.8512680526392893
AFT-Net (I),T2w on 3T,16x,0.8271094489153515
AFT-Net (I),T2w on 3T,16x,0.8402544807879743
AFT-Net (I),T2w on 3T,16x,0.8748032790213519
AFT-Net (I),T2w on 3T,16x,0.9008114010339798
AFT-Net (I),T2w on 3T,16x,0.8998615009329035
AFT-Net (I),T2w on 3T,16x,0.9088082981235096
AFT-Net (I),T2w on 3T,16x,0.8662102146677813
AFT-Net (I),T2w on 3T,16x,0.9008314293074804
AFT-Net (I),T2w on 3T,16x,0.90700283504647
AFT-Net (I),T2w on 3T,16x,0.9086855809180286
AFT-Net (I),T2w on 3T,16x,0.8169015309117673
AFT-Net (I),T2w on 3T,16x,0.9367202140867644
AFT-Net (I),T2w on 3T,16x,0.8204257690470106
AFT-Net (I),T2w on 3T,16x,0.8416224648438351
AFT-Net (I),T2w on 3T,16x,0.923447745026714
AFT-Net (I),T2w on 3T,16x,0.9119634055269524
AFT-Net (I),T1w on 3T,2x,0.9775138694549146
AFT-Net (I),T1w on 3T,2x,0.9638008528329154
AFT-Net (I),T1w on 3T,2x,0.9523762784517154
AFT-Net (I),T1w on 3T,2x,0.9706697269810856
AFT-Net (I),T1w on 3T,2x,0.9722795649856316
AFT-Net (I),T1w on 3T,2x,0.9751385746405168
AFT-Net (I),T1w on 3T,2x,0.9648545112255996
AFT-Net (I),T1w on 3T,2x,0.9668518617264952
AFT-Net (I),T1w on 3T,2x,0.9403596908362574
AFT-Net (I),T1w on 3T,2x,0.9341287587846184
AFT-Net (I),T1w on 3T,2x,0.9760823404223008
AFT-Net (I),T1w on 3T,2x,0.9646873428441513
AFT-Net (I),T1w on 3T,2x,0.9605645598342206
AFT-Net (I),T1w on 3T,2x,0.9710436660887076
AFT-Net (I),T1w on 3T,4x,0.957925272346369
AFT-Net (I),T1w on 3T,4x,0.944060215237673
AFT-Net (I),T1w on 3T,4x,0.9476718516958412
AFT-Net (I),T1w on 3T,4x,0.9438828473082164
AFT-Net (I),T1w on 3T,4x,0.9517235260934452
AFT-Net (I),T1w on 3T,4x,0.9537996493578458
AFT-Net (I),T1w on 3T,4x,0.9311513160411852
AFT-Net (I),T1w on 3T,4x,0.9453532534724712
AFT-Net (I),T1w on 3T,4x,0.9319450105614944
AFT-Net (I),T1w on 3T,4x,0.9224518610111958
AFT-Net (I),T1w on 3T,4x,0.9501659556674452
AFT-Net (I),T1w on 3T,4x,0.9544283729713732
AFT-Net (I),T1w on 3T,4x,0.9526216719987056
AFT-Net (I),T1w on 3T,4x,0.9463334739258336
AFT-Net (I),T1w on 3T,8x,0.9140867605388524
AFT-Net (I),T1w on 3T,8x,0.901213718868902
AFT-Net (I),T1w on 3T,8x,0.9381911669288144
AFT-Net (I),T1w on 3T,8x,0.8861281788600172
AFT-Net (I),T1w on 3T,8x,0.9098505429198132
AFT-Net (I),T1w on 3T,8x,0.9114853125944924
AFT-Net (I),T1w on 3T,8x,0.8779572421544564
AFT-Net (I),T1w on 3T,8x,0.9022846010221008
AFT-Net (I),T1w on 3T,8x,0.9196523591840992
AFT-Net (I),T1w on 3T,8x,0.9048551064905174
AFT-Net (I),T1w on 3T,8x,0.8962498498612052
AFT-Net (I),T1w on 3T,8x,0.9327229951304672
AFT-Net (I),T1w on 3T,8x,0.9383787226209
AFT-Net (I),T1w on 3T,8x,0.8974800757730556
AFT-Net (I),T1w on 3T,16x,0.8320660497627476
AFT-Net (I),T1w on 3T,16x,0.8049327628341973
AFT-Net (I),T1w on 3T,16x,0.9247073062640652
AFT-Net (I),T1w on 3T,16x,0.8015515721605911
AFT-Net (I),T1w on 3T,16x,0.8521079190732586
AFT-Net (I),T1w on 3T,16x,0.8450958642211671
AFT-Net (I),T1w on 3T,16x,0.8162689159559128
AFT-Net (I),T1w on 3T,16x,0.8357185713682992
AFT-Net (I),T1w on 3T,16x,0.8994275538897711
AFT-Net (I),T1w on 3T,16x,0.8748982493381378
AFT-Net (I),T1w on 3T,16x,0.8175769744523856
AFT-Net (I),T1w on 3T,16x,0.904884325321044
AFT-Net (I),T1w on 3T,16x,0.912720492666223
AFT-Net (I),T1w on 3T,16x,0.8355791609467527
AFT-Net (K),T2w on 1.5T,2x,0.9783403824252488
AFT-Net (K),T2w on 1.5T,2x,0.9777499884677024
AFT-Net (K),T2w on 1.5T,2x,0.9762292235356532
AFT-Net (K),T2w on 1.5T,2x,0.956356352275207
AFT-Net (K),T2w on 1.5T,2x,0.96949994906612
AFT-Net (K),T2w on 1.5T,2x,0.9703758020506464
AFT-Net (K),T2w on 1.5T,2x,0.9300491071153764
AFT-Net (K),T2w on 1.5T,2x,0.9782648080695382
AFT-Net (K),T2w on 1.5T,2x,0.9709951622276808
AFT-Net (K),T2w on 1.5T,2x,0.9741250315180744
AFT-Net (K),T2w on 1.5T,2x,0.981487759742202
AFT-Net (K),T2w on 1.5T,2x,0.9844947730573076
AFT-Net (K),T2w on 1.5T,2x,0.9732884540423324
AFT-Net (K),T2w on 1.5T,2x,0.9744082506742664
AFT-Net (K),T2w on 1.5T,2x,0.97474143092266
AFT-Net (K),T2w on 1.5T,2x,0.9783534812014206
AFT-Net (K),T2w on 1.5T,2x,0.975247861451699
AFT-Net (K),T2w on 1.5T,2x,0.9810465511175012
AFT-Net (K),T2w on 1.5T,2x,0.9759542740952628
AFT-Net (K),T2w on 1.5T,2x,0.9794068355323478
AFT-Net (K),T2w on 1.5T,2x,0.9827720498546112
AFT-Net (K),T2w on 1.5T,2x,0.9795113946549808
AFT-Net (K),T2w on 1.5T,2x,0.975714095038858
AFT-Net (K),T2w on 1.5T,2x,0.9805888792444278
AFT-Net (K),T2w on 1.5T,2x,0.9786710039024932
AFT-Net (K),T2w on 1.5T,2x,0.9673314585002104
AFT-Net (K),T2w on 1.5T,2x,0.9746607257541128
AFT-Net (K),T2w on 1.5T,2x,0.9462823843063723
AFT-Net (K),T2w on 1.5T,2x,0.977772261394427
AFT-Net (K),T2w on 1.5T,2x,0.9725084403602088
AFT-Net (K),T2w on 1.5T,2x,0.9638486664214566
AFT-Net (K),T2w on 1.5T,2x,0.95479086291849
AFT-Net (K),T2w on 1.5T,2x,0.9627676046618896
AFT-Net (K),T2w on 1.5T,2x,0.9630777040524467
AFT-Net (K),T2w on 1.5T,2x,0.9649526416658408
AFT-Net (K),T2w on 1.5T,2x,0.9441850426465312
AFT-Net (K),T2w on 1.5T,2x,0.95865861236561
AFT-Net (K),T2w on 1.5T,2x,0.9514678040668878
AFT-Net (K),T2w on 1.5T,2x,0.9593431202056212
AFT-Net (K),T2w on 1.5T,2x,0.9615604581219632
AFT-Net (K),T2w on 1.5T,2x,0.9658172609948724
AFT-Net (K),T2w on 1.5T,2x,0.9536967077318548
AFT-Net (K),T2w on 1.5T,2x,0.9648931636357444
AFT-Net (K),T2w on 1.5T,2x,0.9503392454681404
AFT-Net (K),T2w on 1.5T,2x,0.971220665437064
AFT-Net (K),T2w on 1.5T,2x,0.9772325649405804
AFT-Net (K),T2w on 1.5T,2x,0.9476864157003732
AFT-Net (K),T2w on 1.5T,2x,0.956816200154385
AFT-Net (K),T2w on 1.5T,2x,0.9591929666678972
AFT-Net (K),T2w on 1.5T,2x,0.9437604259285364
AFT-Net (K),T2w on 1.5T,2x,0.9696042745952836
AFT-Net (K),T2w on 1.5T,2x,0.9706697102436368
AFT-Net (K),T2w on 1.5T,2x,0.967612503061264
AFT-Net (K),T2w on 1.5T,2x,0.9757128060287588
AFT-Net (K),T2w on 1.5T,2x,0.968221227148288
AFT-Net (K),T2w on 1.5T,2x,0.9698792592099156
AFT-Net (K),T2w on 1.5T,2x,0.9592075611506552
AFT-Net (K),T2w on 1.5T,2x,0.9778061457715852
AFT-Net (K),T2w on 1.5T,2x,0.9748586120984682
AFT-Net (K),T2w on 1.5T,2x,0.9697105770341564
AFT-Net (K),T2w on 1.5T,2x,0.9611709073502824
